Country Name,Country Code,Series Name,Series Code,1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Aruba,ABW,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,20.1770000457764,19.9589996337891,19.6700000762939,20.0359992980957,20.2600002288818,20.3990001678467,19.92799949646,19.7150001525879,19.7089996337891,19.0149993896484,18.3610000610352,18.2430000305176,18.2919998168945,18.4220008850098,17.8419990539551,17.2250003814697,16.8880004882813,17.193000793457,17.1049995422363,17.1110000610352
Austria,AUT,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,13.8800001144409,13.8269996643066,13.7049999237061,13.5459995269775,13.4549999237061,13.543999671936,13.0719995498657,12.5939998626709,12.9899997711182,13.0839996337891,13.7220001220703,13.5780000686646,13.6759996414185,13.8509998321533,13.3159999847412,13.1129999160767,13.2410001754761,13.3290004730225,13.0329999923706,12.75
Azerbaijan,AZE,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,72.0019989013672,69.8889999389648,71.9100036621094,69.1340026855469,68.7009963989258,69.4290008544922,68.9810028076172,67.8570022583008,74.2720031738281,75.2580032348633,72.8550033569336,69.7279968261719,67.6389999389648,68.0749969482422,68.2819976806641,66.6989974975586,66.5240020751953,66.995002746582,67.8489990234375,68.1999969482422
"Bahamas, The",BHS,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,18.3579998016357,18.3759994506836,19.5020008087158,17.9990005493164,17.9500007629395,19.2199993133545,18.19700050354,18.8110008239746,17.0869998931885,17.0669994354248,17.1219997406006,17.1410007476807,17.128999710083,18.7269992828369,18.7360000610352,18.7520008087158,18.7980003356934,18.8330001831055,18.7970008850098,18.7870006561279
Bahrain,BHR,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,3.71000003814697,3.41000008583069,3.41400003433228,3.59599995613098,3.73699998855591,4.24100017547607,4.14300012588501,4.38500022888184,4.06400012969971,4.09899997711182,3.90300011634827,3.82599997520447,3.73099994659424,3.78500008583069,4.10900020599365,3.88100004196167,3.82299995422363,3.74300003051758,3.50999999046326,3.26799988746643
Bangladesh,BGD,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,67.0550003051758,66.822998046875,65.3509979248047,65.1389999389648,64.8740005493164,65.1579971313477,64.8990020751953,64.7529983520508,64.0899963378906,63.4269981384277,62.8699989318848,62.3919982910156,61.5400009155273,61.2400016784668,63.7999992370605,63.2350006103516,62.4830017089844,61.8429985046387,61.2709999084473,60.451000213623
Barbados,BRB,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,12.3100004196167,12.8520002365112,14.0329999923706,12.7910003662109,14.2530002593994,14.1529998779297,14.6099996566772,15.4200000762939,17.3110008239746,17.0620002746582,17.0259990692139,17.0669994354248,17.0839996337891,17,16.9699993133545,16.9069995880127,16.7740001678467,16.7259998321533,16.7180004119873,16.7940006256104
Belarus,BLR,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,3.67899990081787,3.47499990463257,3.37299990653992,3.46199989318848,3.36199998855591,3.40000009536743,3.35599994659424,3.53699994087219,3.44799995422363,3.53299999237061,3.51200008392334,3.68899989128113,3.25600004196167,3.65100002288818,3.51399993896484,3.39100003242493,3.28099989891052,3.36400008201599,3.16499996185303,3.28500008583069
Belgium,BEL,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,17.2409992218018,17.3950004577637,17.2940006256104,16.0709991455078,15.246000289917,15.4650001525879,15.1840000152588,14.7349996566772,15.2650003433228,15.1129999160767,14.8620004653931,14.2629995346069,14.8369998931885,14.3990001678467,14.3380002975464,14.3809995651245,15.1140003204346,14.6459999084473,15.2130002975464,14.8739995956421
Belize,BLZ,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,32.8030014038086,32.7900009155273,32.4679985046387,32.359001159668,31.7999992370605,31.5189990997314,31.0310001373291,30.7910003662109,30.7169990539551,29.3530006408691,29.4009990692139,29.5990009307861,29.4939994812012,29.5270004272461,29.6380004882813,29.2070007324219,28.9669990539551,28.9950008392334,28.7229995727539,31.3990001678467
Benin,BEN,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,92.0490036010742,92.1029968261719,92.1640014648438,91.9869995117188,91.927001953125,92.0849990844727,91.8860015869141,92.0479965209961,92.0390014648438,92.0709991455078,91.8239974975586,91.588996887207,91.5439987182617,91.4100036621094,89.7279968261719,89.4589996337891,89.1729965209961,89.0329971313477,89.1439971923828,89.1169967651367
Bermuda,BMU,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,73.0589981079102,73.4929962158203,72.6179962158203,71.9000015258789,70.8639984130859,69.5299987792969,68.8430023193359,68.8249969482422,68.7809982299805,67.7819976806641,74.0230026245117,73.8499984741211,73.2099990844727,68.2580032348633,69.7149963378906,69.0309982299805,70.1839981079102,69.6159973144531,71.5110015869141,71.4769973754883
Bolivia,BOL,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,38.2589988708496,38.2620010375977,37.6209983825684,38.0029983520508,37.7680015563965,37.8289985656738,37.6920013427734,37.9560012817383,38.1279983520508,38.7529983520508,38.9869995117188,39.0979995727539,38.0870018005371,38.3219985961914,38.5369987487793,38.1020011901855,37.484001159668,36.8059997558594,35.6469993591309,35.0559997558594
Bosnia and Herzegovina,BIH,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,53.6310005187988,50.8520011901855,46.351001739502,39.0110015869141,38.4199981689453,38.9459991455078,38.2589988708496,40.4710006713867,39.7669982910156,40.5369987487793,39.9459991455078,40.0139999389648,30.5620002746582,29.8150005340576,28.5809993743896,30.4209995269775,28.7999992370605,23.0620002746582,25.2189998626709,25.4249992370605
Botswana,BWA,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,42.4970016479492,42.673999786377,43.6949996948242,34.1769981384277,24.1240005493164,22.1599998474121,21.6560001373291,21.8330001831055,22.5970001220703,22.0349998474121,21.3560009002686,19.9750003814697,19.5139999389648,18.5100002288818,19.632999420166,18.931999206543,18.4820003509521,18.9710006713867,18.7490005493164,17.8560009002686
Brazil,BRA,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,31.1720008850098,31.0069999694824,31.003999710083,31.1979999542236,37.9930000305176,38.0519981384277,37.9900016784668,37.2060012817383,34.2299995422363,33.257999420166,32.2229995727539,31.0949993133545,30.7479991912842,29.4260005950928,29.1270008087158,29.9979991912842,30.2609996795654,30.1469993591309,31.443000793457,31.8850002288818
British Virgin Islands,VGB,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,4.92899990081787,4.9210000038147,4.93699979782104,5.06899976730347,4.96700000762939,4.98199987411499,5.0770001411438,8.67199993133545,9.29599952697754,9.6850004196167,9.2480001449585,9.73200035095215,8.14599990844727,8.65299987792969,9.63899993896484,9.41399955749512,8.80500030517578,8.37399959564209,7.61299991607666,7.25600004196167
Bulgaria,BGR,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,17.8430004119873,17.2320003509521,15.9949998855591,16.4890003204346,15.2550001144409,15.21399974823,15.9659996032715,15.918999671936,14.1180000305176,13.1979999542236,12.4750003814697,12.4720001220703,12.548999786377,12.6000003814697,12.1370000839233,11.6140003204346,12.1660003662109,12.5129995346069,12.0579996109009,11.7609996795654
Burkina Faso,BFA,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,91.4690017700195,91.4860000610352,90.8130035400391,90.5319976806641,90.7600021362305,90.693000793457,90.5770034790039,90.1029968261719,90.2050018310547,89.6800003051758,89.0370025634766,89.6849975585938,89.2200012207031,89.3199996948242,89.265998840332,89.0500030517578,88.6959991455078,88.4769973754883,88.1080017089844,87.9520034790039
Burundi,BDI,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,94.2949981689453,94.2639999389648,94.2610015869141,94.3379974365234,94.1350021362305,94.0189971923828,94.1719970703125,94.0459976196289,93.9990005493164,93.8899993896484,92.9990005493164,93.3170013427734,93.306999206543,93.2819976806641,93.2369995117188,93.2399978637695,93.1269989013672,93.0139999389648,93.5660018920898,93.2269973754883
Cabo Verde,CPV,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,49.1199989318848,48.1520004272461,47.6580009460449,46.8580017089844,46.0519981384277,45.3919982910156,45.1629981994629,44.6450004577637,43.8440017700195,42.9469985961914,41.8839988708496,41.6650009155273,41.9679985046387,41.4500007629395,41.0180015563965,40.8969993591309,40.7690010070801,40.7089996337891,40.5139999389648,40.0139999389648
Cambodia,KHM,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,85.9329986572266,85.5719985961914,85.2870025634766,84.7379989624023,83.7580032348633,88.0319976806641,87.1119995117188,86.640998840332,85.5250015258789,84.2620010375977,83.3929977416992,82.6600036621094,56.9860000610352,56.4739990234375,55.1910018920898,54.3079986572266,53.6450004577637,53.367000579834,52.4379997253418,51.5769996643066
Cameroon,CMR,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,80.8150024414063,80.6139984130859,80.4489974975586,80.1240005493164,79.6460037231445,79.4069976806641,79.0260009765625,75.6009979248047,75.8000030517578,75.8929977416992,76.3000030517578,76.4160003662109,76.4820022583008,76.3349990844727,76.2440032958984,75.9739990234375,75.6350021362305,75.1510009765625,75.1279983520508,75.1829986572266
Canada,CAN,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,17.136999130249,17.2220001220703,16.992000579834,16.1720008850098,15.2959995269775,15.2390003204346,15.4409999847412,15.4700002670288,15.6520004272461,15.3100004196167,15.5389995574951,15.6219997406006,16.1429996490479,15.8529996871948,15.5050001144409,15.3990001678467,15.4729995727539,15.3450002670288,15.4119997024536,15.3549995422363
Cayman Islands,CYM,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,75.9469985961914,76.1589965820313,74.0759963989258,74.5,74.8789978027344,74.7850036621094,76.681999206543,75.7679977416992,75.3649978637695,75.1890029907227,74.4850006103516,75.056999206543,74.4199981689453,73.9820022583008,73.8440017700195,73.2170028686523,72.8570022583008,69.4440002441406,69.1159973144531,69.0979995727539
Chad,TCD,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,94.2710037231445,94.3359985351563,94.0609970092773,93.9179992675781,93.9860000610352,93.7789993286133,93.609001159668,93.0510025024414,92.4280014038086,92.3150024414063,92.3600006103516,92.2269973754883,92.2900009155273,92.1520004272461,91.8860015869141,91.9130020141602,91.7129974365234,91.6119995117188,91.6809997558594,91.8379974365234
Channel Islands,CHI,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,16.3759994506836,16.0669994354248,15.7290000915527,15.5030002593994,15.3319997787476,15.2229995727539,15.0590000152588,14.9040002822876,14.706000328064,14.4910001754761,14.4289999008179,14.3640003204346,14.58899974823,14.8369998931885,14.8479995727539,14.8479995727539,14.7950000762939,14.7510004043579,14.6160001754761,14.5729999542236
Chile,CHL,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,29.6280002593994,30.8490009307861,30.8239994049072,30.6009998321533,31.4160003662109,31.5400009155273,31.7819995880127,31.8600006103516,29.882999420166,28.9740009307861,27.8920001983643,27.2700004577637,29.6180000305176,27.423999786377,27.5779991149902,26.3509998321533,26.746000289917,27.1469993591309,26.9249992370605,27.826000213623
China,CHN,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,56.9189987182617,56.3940010070801,55.7900009155273,54.9850006103516,54.1669998168945,53.0929985046387,51.3950004577637,49.2879981994629,47.6520004272461,45.9659996032715,44.2410011291504,42.4869995117188,41.5950012207031,40.2290000915527,39,38.2190017700195,37.6349983215332,37.0559997558594,36.7869987487793,36.3769989013672
Colombia,COL,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,50.2599983215332,49.9749984741211,50.2330017089844,50.8660011291504,50.7610015869141,49.9189987182617,50.8289985656738,51.1510009765625,48.4679985046387,42.9959983825684,45.1510009765625,51.0989990234375,52.7430000305176,52.9099998474121,53.5620002746582,52.7360000610352,52.0130004882813,51.1380004882813,50.7859992980957,51.0069999694824
Comoros,COM,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,72.640998840332,72.5709991455078,72.265998840332,71.3430023193359,71.1380004882813,70.9199981689453,70.9260025024414,70.9169998168945,70.8209991455078,70.7760009765625,70.4739990234375,70.4079971313477,70.2880020141602,70.0810012817383,69.9449996948242,69.7900009155273,69.4789962768555,69.3349990844727,69.3010025024414,69.0609970092773
"Congo, Dem. Rep.",COD,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,63.3540000915527,63.8470001220703,63.1100006103516,63.1619987487793,62.992000579834,62.3860015869141,61.8240013122559,60.7809982299805,60.8170013427734,60.548999786377,60.1720008850098,59.5330009460449,59.8289985656738,59.0040016174316,58.4780006408691,58.0839996337891,57.3639984130859,56.7249984741211,56.9329986572266,57.3650016784668
"Congo, Rep.",COG,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,79.1559982299805,79.5189971923828,79.0189971923828,78.0869979858398,78.1480026245117,77.9199981689453,77.8889999389648,77.0690002441406,77.3059997558594,77.1309967041016,77.3710021972656,76.9029998779297,76.9169998168945,76.5070037841797,76.2799987792969,76.2350006103516,75.9919967651367,75.7180023193359,76.0830001831055,76.4069976806641
Costa Rica,CRI,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,30.0839996337891,29.0510005950928,29.048999786377,29.2150001525879,31.2299995422363,30.6580009460449,30.5830001831055,31.261999130249,28.613000869751,29.3659992218018,27.0160007476807,27.1770000457764,27.3500003814697,23.9979991912842,20.9699993133545,21.6529998779297,24.0259990692139,22.75,22.4270000457764,21.7880001068115
Cote d'Ivoire,CIV,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,79.0940017700195,78.9089965820313,78.5189971923828,78.9059982299805,81.1169967651367,81.5920028686523,82.0830001831055,81.2180023193359,81.0120010375977,81.0810012817383,80.9499969482422,81.1110000610352,80.8030014038086,81.1269989013672,81.7460021972656,80.8610000610352,76.5309982299805,76.3730010986328,75.8460006713867,75.3410034179688
Croatia,HRV,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,25.9829998016357,24.75,24.9419994354248,23.9489994049072,24.3299999237061,24.1609992980957,24.4659996032715,24.1450004577637,24.9150009155273,23.0069999694824,20.80299949646,20.8950004577637,20.8759994506836,21.8579998016357,21.80299949646,19.7670001983643,18.0960006713867,15.6319999694824,15.6899995803833,13.9289999008179
Cuba,CUB,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,19.1359996795654,20.4120006561279,22.0060005187988,24.8250007629395,25.9990005493164,26.2250003814697,27.2639999389648,27.5939998626709,27.3400001525879,26.1749992370605,25.8309993743896,26.0620002746582,20.7520008087158,20.9549999237061,27.6159992218018,29.9599990844727,31.8430004119873,34.5250015258789,34.5060005187988,34.5970001220703
Curacao,CUW,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,24.056999206543,24.4230003356934,23.67799949646,24.5160007476807,23.9580001831055,23.3320007324219,24.0359992980957,24.0179996490479,23.496000289917,21.7259998321533,20.5709991455078,20.0890007019043,20.007999420166,18.7800006866455,18.2059993743896,16.867000579834,17.8540000915527,18.1709995269775,15.0959997177124,14.4469995498657
Czech Republic,CZE,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,12.206000328064,13.4700002670288,14.5229997634888,15.0469999313354,15.33899974823,15.9169998168945,17.4419994354248,16.9650001525879,16.0380001068115,16.1569995880127,16.1919994354248,16.1359996795654,16.7779998779297,17.7469997406006,18.076000213623,18.4389991760254,17.886999130249,18.0179996490479,17.3610000610352,17.1809997558594
Denmark,DNK,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,9.48999977111816,9.74400043487549,9.32499980926514,9.17000007629395,8.91300010681152,8.92599964141846,9.17199993133545,8.80500030517578,8.91899967193604,9.08500003814697,9.04100036621094,8.8730001449585,9.3769998550415,9.13500022888184,9.14500045776367,9.15499973297119,9.03600025177002,8.9060001373291,8.67700004577637,9.08399963378906
Djibouti,DJI,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,46.9949989318848,46.765998840332,46.5320014953613,46.5519981384277,46.3499984741211,46.1069984436035,45.8400001525879,45.5989990234375,45.2820014953613,44.8250007629395,44.5530014038086,44.2999992370605,44.1370010375977,43.8240013122559,43.1749992370605,42.9860000610352,42.7630004882813,42.9010009765625,42.2350006103516,41.6119995117188
Dominica,DMA,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,45.048999786377,46.2709999084473,47.0820007324219,43.1879997253418,44.6180000305176,45.6419982910156,45.3120002746582,44.2620010375977,46.2480010986328,45.8489990234375,45.2449989318848,47.6669998168945,48.0219993591309,48.2519989013672,47.7509994506836,47.0919990539551,45.9910011291504,46.0719985961914,44.6599998474121,44.4020004272461
East Asia & Pacific,EAS,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,55.3640106711816,55.1034437170627,54.8759528701787,54.2850169141307,53.5550724663074,52.8722764473106,51.8046350150139,50.0076001669796,48.5317951723349,47.2495355103786,46.0112009194184,44.84908671951,43.9539606229266,42.8673759992334,41.7926120128533,40.8965314104155,40.396907593849,39.6878042746163,38.8982892030721,38.5976626144675
East Asia & Pacific (excluding high income),EAP,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,59.2609624985962,58.8823511768836,58.5851031820141,57.9524451667848,57.1386348363487,56.3663424903399,55.1909813142336,53.2175904559199,51.6110827115022,50.2753691256573,48.9636304497202,47.7216895029143,46.7262863999391,45.5569326490821,44.3955965561508,43.5233559737913,43.023676231135,42.2727581225424,41.4615088747199,41.1684462676128
Ecuador,ECU,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,43.0989990234375,43.9129981994629,40.5890007019043,40.5219993591309,40.3759994506836,41.5849990844727,41.4329986572266,41.6549987792969,39.8019981384277,40.2280006408691,45.1189994812012,45.7690010070801,44.0550003051758,44.5530014038086,45.3479995727539,45.6430015563965,44.3790016174316,42.3959999084473,44.4819984436035,48.2729988098145
"Egypt, Arab Rep.",EGY,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,40.0499992370605,40.2550010681152,38.8880004882813,40.064998626709,38.4850006103516,39.9150009155273,42.1119995117188,43.3339996337891,39.8699989318848,38.1720008850098,41.431999206543,40.0940017700195,39.3969993591309,38.3520011901855,38.814998626709,37.4930000305176,38.8359985351563,39.0709991455078,37.3199996948242,30.7929992675781
El Salvador,SLV,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,44.9529991149902,41.068000793457,39.4469985961914,45.3930015563965,45.6829986572266,46.4309997558594,43.9280014038086,42.6230010986328,45.6119995117188,42.4290008544922,43.5120010375977,40.6180000305176,45.1599998474121,41.7080001831055,41.6949996948242,41.7809982299805,41.9290008544922,39.5870018005371,40.507999420166,40.0200004577637
Equatorial Guinea,GNQ,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,48.4309997558594,47.3819999694824,45.5460014343262,43.9990005493164,41.7910003662109,42.0110015869141,41.7150001525879,39.875,40.3839988708496,40.2490005493164,39.2789993286133,38.5849990844727,39.439998626709,40.3419990539551,38.943000793457,38.560001373291,39.398998260498,39.0660018920898,40.0449981689453,40.4109992980957
Eritrea,ERI,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,51.2639999389648,54.4659996032715,54.4860000610352,50.117000579834,51.0940017700195,49.6469993591309,49.4259986877441,49.2589988708496,53.701000213623,54.7270011901855,54.1479988098145,52.3709983825684,49.7039985656738,51.3429985046387,49.7729988098145,49.7630004882813,50.0480003356934,49.4389991760254,49.1230010986328,48.9370002746582
Estonia,EST,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,7.88299989700317,8.875,8.92599964141846,8.10400009155273,7.38000011444092,6.80499982833862,8.38099956512451,9.79800033569336,7.95599985122681,8.17300033569336,9.1879997253418,7.90000009536743,8.38500022888184,8.50500011444092,8.75899982452393,8.89900016784668,9.17500019073486,9.14700031280518,9.3769998550415,9.49600028991699
Eswatini,SWZ,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,21.9060001373291,21.9230003356934,21.9640007019043,21.988000869751,21.9150009155273,21.8859996795654,21.8090000152588,20.9039993286133,21.0960006713867,21.1040000915527,20.9209995269775,20.7859992980957,20.4610004425049,20.8349990844727,20.7880001068115,20.5799999237061,20.613000869751,20.4969997406006,20.5690002441406,20.6019992828369
Ethiopia,ETH,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,92.7649993896484,92.2610015869141,91.7649993896484,92.9729995727539,92.6240005493164,92.2300033569336,92.1660003662109,92.1039962768555,92.0550003051758,92.0110015869141,91.6790008544922,91.6650009155273,91.4179992675781,90.568000793457,90.2679977416992,90.4629974365234,89.8809967041016,89.3990020751953,88.9609985351563,88.7580032348633
Euro area,EMU,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,18.0380386644362,17.756751110846,17.326129243356,16.9045262953986,16.8051614911426,16.5776799755527,16.6564106847039,16.869940349943,16.6554982509585,16.5718100703682,16.3490067834726,15.9913327351186,15.9584351030952,16.0903823739091,15.9452699114039,15.9246929650059,15.8684938836512,15.7656710482177,15.5692102725524,15.328476331418
